EventId,EventTemplate,Occurrences
E102,"('<*>', '<*>', 'Detect', '<*>', '<*>', '<*>', '<*>')",1
E103,"('<*>', '<*>', 'SCPI-Error:', '<*>', '<*>', '<*>', '<*>')",1
E104,"('<*>', '<*>', 'dhcp4', '<*>', '<*>', '<*>', '<*>')",1
E105,"('pci', '<*>', '<*>', '<*>', 'enabling', 'Extended', 'Tags')",30
E106,"('pci_bus', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",13
E107,"('RPC:', '<*>', '<*>', '<*>', 'socket', '<*>', '<*>')",1
E108,"('TSS:', '<*>', '<*>', '<*>', 'in', '<*>', '<*>')",3
E109,"('Closed', '<*>', '<*>', '<*>', 'Daemon', '<*>', '<*>')",1
E110,"('input:', 'Power', 'Button', '<*>', '/devices/LNXSYSTM:', '<*>', '<*>')",1
E111,"('<*>', 'Copyright(c)', '<*>', '<*>', '<*>', '<*>', '<*>')",1
E112,"('Copyright', '(c)', '<*>', '<*>', '<*>', '<*>', '<*>')",1
E113,"('Starting', 'Cleaning', 'Up', '<*>', 'Shutting', '<*>', '<*>')",1
E114,"('Finished', 'Cleaning', 'Up', '<*>', 'Shutting', '<*>', '<*>')",1
E115,"('Created', 'slice', 'Virtual', '<*>', '<*>', '<*>', '<*>')",1
E116,"('waiting', 'for', 'X', '<*>', '<*>', '<*>', '<*>')",2
E117,"('Socket:', 'connect', 'operation', '<*>', 'with', '<*>', '<*>')",2
E118,"('CMXmars', '<*>', 'has', '<*>', 'requested', '<*>', '<*>')",2
E119,"('Removed', 'slice', 'Virtual', '<*>', '<*>', '<*>', '<*>')",1
E120,"('<*>', '<*>', '<*>', '<*>', '<*>', 'Host', 'Controller')",4
E121,"('<*>', '<*>', '<*>', '<*>', '<*>', 'slot:', '<*>')",5
E122,"('<*>', '<*>', '<*>', '<*>', '<*>', 'Drivers', '<*>')",5
E123,"('<*>', '<*>', 'Static', '<*>', 'Nodes', '<*>', '<*>')",6
E124,"('<*>', '<*>', '<*>', '<*>', ']', '<*>', '<*>')",3
E125,"('BTRFS', 'info', '(device', 'sda2):', '<*>', '<*>', '<*>')",2
E126,"('Condition', 'check', 'resulted', '<*>', '/sysroot', 'being', 'skipped.')",1
E127,"('[drm:', 'dc_link_detect_helper', '[amdgpu]]', '<*>', 'No', 'EDID', 'read.')",1
E128,"('Interface', 'docker0.IPv4', 'no', '<*>', 'relevant', 'for', 'mDNS.')",1
E129,"('F', 'R&S', 'SWPL', '<*>', 'ID', '<*>', '""DEFAULT""]')",1
E130,"('<*>', '<*>', 'D-Bus', '<*>', 'Message', 'Bus', '<*>')",11
E131,"('<*>', '<*>', 'services', '<*>', 'Waiting', 'for', '<*>')",1
E132,"('<*>', '<*>', 'services', '<*>', 'Primary', 'broker', '<*>')",1
E133,"('<*>', 'Remount', '<*>', '<*>', 'Kernel', '<*>', '<*>')",3
E134,"('<*>', 'Device', '<*>', '<*>', 'for', '<*>', '<*>')",2
E135,"('<*>', 'LD', '<*>', '<*>', 'with', '<*>', '<*>')",3
E136,"('<*>', '|', '<*>', '<*>', 'processes', '<*>', '<*>')",1
E137,"('<*>', '|', '<*>', '<*>', 'subscribed', '<*>', '<*>')",3
E138,"('Reached', 'target', 'Preparation', 'for', 'Local', 'File', 'Systems.')",1
E139,"('[drm]', 'add', 'ip', 'block', 'number', '<*>', '<*>')",9
E140,"('rsmic', '<*>', '<*>', 'MIC', 'device', '<*>', 'connected')",9
E141,"('pci_set_drvdata', 'private_data:', '<*>', 'pci_data:', '<*>', 'dma_data', '<*>')",3
E142,"('at', '<*>', '<*>', 'String', '<*>', 'MecongImpl', '<*>')",3
E143,"('<*>', 'Xserver', 'startup', 'with', 'a', 'display', '<*>')",7
E144,"('<*>', '<*>', '<*>', 'caller=node_exporter.go:', '<*>', 'level=info', '<*>')",12
E145,"('<*>', 'Simple', '<*>', 'Management', 'Protocol', '(SNMP)', '<*>')",4
E146,"('<*>', 'Virtual', '<*>', 'and', 'Container', 'Registration', '<*>')",2
E147,"('<info>', '<*>', 'device', '<*>', 'carrier:', 'link', 'connected')",7
E148,"('>', 'Warning:', 'Could', 'not', 'resolve', 'keysym', 'XF86EmojiPicker')",2
E149,"('<*>', 'slice', 'User', 'Slice', 'of', 'UID', '<*>')",18
E150,"('<*>', 'Virtual', 'Machine', 'and', 'Container', 'Registration', 'Service.')",2
E151,"('pam_unix(su:', 'session):', 'session', 'closed', 'for', 'user', 'xuser')",2
E152,"('[', 'OK', ']', '<*>', '<*>', '<*>', '<*>')",28
E153,"('<*>', '<*>', '<*>', 'handler', '<*>', 'been', 'registered.')",5
E154,"('<*>', '<*>', '<*>', 'signal', '<*>', 'shut', 'down...')",5
E155,"('ERROR:', 'Cannot', 'create', 'file', '<*>', 'Permission', 'denied')",6
E156,"('error:', 'kex_exchange_identification:', 'Connection', 'closed', 'by', 'remote', 'host')",630
E157,"('Get', 'video', 'meta', 'info', 'for', '<*>', '<*>')",2
E158,"('NETFILTER_CFG', '<*>', '<*>', '<*>', '<*>', '<*>', 'comm=""iptables""')",133
E159,"('config_generic_gigabit_channel_link():', 'clear', 'on', '<*>', 'with', 'value', '<*>')",58
E160,"('[RsInstallationService.MAIN]', 'INFO', '<*>', '-', '<*>', '<*>', '<*>')",9
E161,"('[info', ']', '<*>', '<*>', '<*>', '<*>', '<*>')",5
E162,"('Creating', 'network', '""cmxreporting_default""', 'with', 'the', 'default', 'driver')",1
E163,"('<*>', '<*>', '<*>', 'SCardConnect()', 'Error', 'Reader', 'Exclusive')",60
E164,"('OperationMode:', '""Primary""', 'Master', 'address:', '<*>', 'slaves:', '{}')",4
E165,"('CLOSE', '<*>', 'driver', 'by', '<*>', '<*>', '<*>')",12
E166,"('<*>', 'status', 'interrupt', 'detected', '(base', '<*>', '<*>')",8
E167,"('TSS:', 'Created', 'AU', 'wrapper', 'on', 'slot', '<*>')",6
E168,"('in', 'hardware_element_from_pdef', 'count', '=', '<*>', '>>', 'OK')",102
E169,"('supported_tests_from_offers', 'has', 'test', 'Result', 'Name', '<*>', '<*>')",2276
E170,"('Dispatching', 'RPC', 'RatRqm1:', ':', '<*>', ':', 'message_received')",15
E171,"('<*>', '/usr/local/sbin:', '/usr/local/bin:', '/usr/sbin:', '/usr/bin:', '/sbin:', '/bin')",2
E172,"('pam_unix(sshd:', 'session):', 'session', 'closed', 'for', 'user', 'root')",27
E173,"('elfutils', 'disabled,', 'parsing', 'ELF', 'objects', 'not', 'supported')",3
E174,"('PIAS:', 'PIAS:', 'Remote', 'access', 'from', 'client', '<*>')",122
E175,"('PIAS:', '<*>', '>>', 'DIAG:', 'PROD:', 'SEL', '<*>')",38
E176,"('PIAS:', '<*>', '<<', 'Rohde&Schwarz,', '<*>', '<*>', '<*>')",32
E177,"('PIAS:', '<*>', '>>', 'DIAG:', 'UPD:', 'TRAN:', 'VERS?\\n')",33
E178,"('Attempting', 'to', 'stop', 'CMXmars', 'Server', 'version', '<*>')",2
E179,"('PIAS:', '<*>', 'Error:', 'invalid', 'command', ""'$QSUPPORTED:"", '<*>')",1
E180,"('Invalid', 'user', '<*>', 'from', '<*>', 'port', '<*>')",7
E181,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'done')",15
E182,"('<*>', '<*>', '<*>', '<*>', '<*>', 'shutdown', 'done')",1
E183,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'floating', 'point', ""registers'"")",1
E184,"('<*>', '<*>', '<*>', '<*>', '<*>', 'nr_cpu_ids:', '<*>', 'nr_node_ids:', '<*>')",1
E185,"('<*>', '<*>', '<*>', '<*>', 'Speculation', 'Barrier', 'for', 'firmware', 'calls')",1
E186,"('<*>', '<*>', '<*>', '<*>', '[PCI0]', '(domain', '<*>', '[bus', '<*>')",1
E187,"('<*>', '<*>', '<*>', '<*>', '<*>', 'pipe', '<*>', 'q', '<*>')",1
E188,"('<*>', '<*>', '<*>', '<*>', 'encode', 'initialized', 'successfully(under', 'SPG', 'Mode).')",1
E189,"('<*>', '<*>', '<*>', '<*>', 'such', 'file', 'or', 'directory:', '<*>')",1
E190,"('<*>', '<*>', '<*>', '<*>', 'paths', 'to', 'environment', 'variable', 'PYTHONPATH...')",1
E191,"('<*>', '<*>', '<*>', '<*>', 'Beta,', 'Develop,', 'Integration,', 'Internal,', 'Official')",1
E192,"('<*>', '<*>', '<*>', '<*>', 'Completed', 'EnableRepository', '<*>', 'State', ""'Success'"")",1
E193,"('<*>', '<*>', '<*>', '<*>', 'Service', 'org_name=com.rohde_schwarz.mrt.Callysto', 'object_path=/com/rohde_schwarz/mrt/Callysto', '<*>', '<*>')",1
E194,"('<*>', '<*>', '<*>', '<*>', '<*>', 'please', 'fix', 'the', 'application')",1
E195,"('<*>', '<*>', '<*>', '<*>', 'Use', 'Ctrl+C', 'to', 'shut', 'down.')",1
E196,"('efi:', 'ACPI', '<*>', '<*>', '<*>', 'SMBIOS', '<*>', '<*>', '<*>')",1
E197,"('<*>', 'apic_id', '<*>', 'version', '<*>', 'address', '<*>', 'GSI', '<*>')",2
E198,"('clocksource:', '<*>', 'mask:', '<*>', 'max_cycles:', '<*>', 'max_idle_ns:', '<*>', 'ns')",5
E199,"('Built', '<*>', 'zonelists,', 'mobility', 'grouping', 'on.', 'Total', 'pages:', '<*>')",1
E200,"('Welcome', '<*>', 'Poky', '(Yocto', 'Project', 'Reference', 'Distro)', '<*>', '<*>')",1
E201,"('<*>', '<*>', '<*>', 'AML', 'tables', '<*>', 'acquired', '<*>', '<*>')",1
E202,"('<*>', '<*>', '<*>', 'GPEs', 'in', '<*>', '<*>', '<*>', '<*>')",1
E203,"('<*>', '<*>', '<*>', '<*>', 'vgaarb:', '<*>', 'as', '<*>', '<*>')",1
E204,"('<*>', '<*>', '<*>', '0xffffff', 'max_cycles:', '<*>', 'max_idle_ns:', '<*>', '<*>')",1
E205,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'Attached', '<*>', '<*>')",1
E206,"('<*>', '<*>', '<*>', '<*>', 'amdgpu:', '<*>', 'VBIOS', '<*>', '<*>')",1
E207,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'values', '<*>', '<*>')",1
E208,"('<*>', '<*>', '<*>', 'Finished', 'Flush', '<*>', '<*>', '<*>', '<*>')",1
E209,"('<*>', '<*>', '<*>', 'auto-activating', 'connection', '<*>', 'connection', '<*>', '<*>')",1
E210,"('<*>', '<*>', '<*>', '(eth_external):', 'state', '<*>', 'new', '<*>', '<*>')",1
E211,"('<*>', '<*>', '<*>', '[Program', '<*>', '<*>', '<*>', '<*>', '<*>')",2
E212,"('<*>', '<*>', '<*>', '-', 'OS', '<*>', 'CodeName', '<*>', '<*>')",1
E213,"('<*>', '<*>', '<*>', '/usr/share/mrt.xlapi-nb/xlapi-nb.pre-up', 'context=_setup', '<*>', '<*>', '<*>', '<*>')",1
E214,"('<*>', '<*>', '<*>', '[ConnectionOptimizerService', '<*>', '<*>', '<*>', '<*>', '<*>')",1
E215,"('<*>', '<*>', '<*>', '-', '<*>', '<*>', 'service', '<*>', '<*>')",1
E216,"('<*>', '<*>', '<*>', 'info:', 'Getting', '<*>', 'checksum', '<*>', '<*>')",1
E217,"('<*>', '<*>', '<*>', '<*>', 'complete;', '<*>', '<*>', '<*>', '<*>')",1
E218,"('<*>', '<*>', '<*>', 'Socket', 'Host', '<*>', 'running', '<*>', '<*>')",1
E219,"('<*>', '<*>', '<*>', 'Data', 'channel', '<*>', 'with', '<*>', '<*>')",1
E220,"('<*>', '<*>', '<*>', 'SIGTERM,', 'set', '<*>', 'event', '<*>', '<*>')",1
E221,"('<*>', '<*>', '<*>', '[DeviceApiSubscriber', '<*>', '<*>', '<*>', '<*>', '<*>')",1
E222,"('<*>', '<*>', '<*>', '<*>', 'platform', 'does', '<*>', 'support', '[LTR]')",1
E223,"('<*>', '<*>', '<*>', '<*>', 'Intel(R)', 'Gigabit', '<*>', 'Network', 'Connection')",1
E224,"('<*>', '<*>', '<*>', '<*>', '<*>', 'max', '<*>', '<*>', 'free.')",1
E225,"('<*>', '<*>', '<*>', '<*>', 'PCI-Express:', 'Speed', '<*>', 'Width', '<*>')",1
E226,"('<*>', '<*>', '<*>', '<*>', 'msg=""containerd', 'successfully', '<*>', 'in', '<*>')",1
E227,"('<*>', '<*>', '<*>', '<*>', 'on', 'initctl', '<*>', 'Named', 'Pipe.')",1
E228,"('<*>', '<*>', '<*>', '<*>', '<*>', 'InstallationServiceApp', '<*>', '<*>', '<*>')",1
E229,"('<*>', '<*>', '<*>', '<*>', '<*>', 'related', '<*>', 'process', 'started.')",1
E230,"('<*>', '<*>', '<*>', '<*>', 'for', 'shell', '<*>', 'in', '/docker-entrypoint.d/')",1
E231,"('<*>', '<*>', '<*>', '<*>', 'call', 'reset', '<*>', 'new', 'object')",1
E232,"('<*>', '<*>', '<*>', '<*>', 'takes', '<*>', '<*>', '<*>', '<*>')",1
E233,"('<*>', '<*>', '<*>', '<*>', '<*>', 'DEBUG:', '<*>', 'status:', 'Start')",1
E234,"('<*>', '<*>', '<*>', '<*>', 'Remote', 'access', '<*>', 'client', '<*>')",1
E235,"('pci_bus', '<*>', '<*>', 'root', 'bus', 'resource', '[io', '<*>', 'window]')",4
E236,"('pci_bus', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",12
E237,"('pci', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",46
E238,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",5
E239,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'to', '<*>')",1
E240,"('<*>', '<*>', '<*>', '<*>', '<*>', 'such', '<*>', 'or', '<*>')",1
E241,"('<*>', '<*>', '<*>', '<*>', '<*>', 'starting', '<*>', ""'eth_internal'"", '<*>')",1
E242,"('<*>', '<*>', '<*>', '<*>', '<*>', 'starting', '<*>', '<*>', '<*>')",1
E243,"('<*>', '<*>', '<*>', '<*>', '<*>', 'D-Bus', '<*>', '<*>', '<*>')",1
E244,"('<*>', '<*>', '<*>', '<*>', '<*>', 'INFO', '<*>', 'Loading', '<*>')",1
E245,"('<*>', '<*>', '<*>', '<*>', '<*>', 'DEBUG:', '<*>', 'to', '<*>')",2
E246,"('pci', '<*>', '<*>', '<*>', 'PME#', 'supported', 'from', '<*>', '<*>')",2
E247,"('<*>', '<*>', 'Interrupt', '<*>', '<*>', 'configured', '<*>', '<*>', '<*>')",8
E248,"('<*>', '<*>', 'manager:', '<*>', '<*>', 'enabled', '<*>', '<*>', '<*>')",1
E249,"('<*>', '<*>', '<*>', '<*>', '<*>', 'could', '<*>', '<*>', 'reserved')",3
E250,"('<*>', '<*>', '<*>', '<*>', '<*>', 'configured', '<*>', '<*>', '<*>')",3
E251,"('RAPL', 'PMU:', '<*>', 'unit', '<*>', '<*>', 'package', '<*>', '<*>')",1
E252,"('[RsInstallationService.MAIN]', 'INFO', '<*>', '-', '<*>', '<*>', ""--showformat='${Package}'"", '<*>', '<*>')",2
E253,"('read', '<*>', '<*>', 'register', '<*>', '<*>', '/', '<*>', '<*>')",2
E254,"('written', 'to', '<*>', '<*>', '<*>', '<*>', '/', '<*>', '<*>')",2
E255,"('pcieport', '<*>', '<*>', '<*>', 'PME:', 'Signaling', 'with', 'IRQ', '<*>')",5
E256,"('pcieport', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",4
E257,"('usb', '<*>', 'New', 'USB', 'device', 'strings:', '<*>', '<*>', '<*>')",33
E258,"('Queued', 'start', 'job', 'for', 'default', 'target', '<*>', '<*>', 'Target.')",10
E259,"('BTRFS', 'info', '(device', 'sda2):', 'disk', 'space', 'caching', 'is', 'enabled')",2
E260,"('Runtime', '<*>', '<*>', '<*>', '<*>', 'max', '<*>', '<*>', 'free.')",2
E261,"('<info>', '<*>', '<*>', '<*>', '<*>', 'from', '<*>', '<*>', '<*>')",3
E262,"('<*>', 'Scheduled', 'restart', 'job,', 'restart', 'counter', 'is', 'at', '<*>')",5
E263,"('cmx_mb_bh7', '<*>', '<*>', '<*>', 'enabling', 'device', '<*>', '->', '<*>')",1
E264,"('pci', '<*>', '==>', 'start:', '<*>', 'length:', '<*>', 'flags:', '<*>')",10
E265,"('<*>', '<*>', '<*>', '<*>', 'enabling', 'device', '<*>', '->', '<*>')",4
E266,"('cmx_au', '<*>', '<*>', '<*>', 'enabling', 'device', '<*>', '->', '<*>')",3
E267,"('rm:', '<*>', 'remove', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",2
E268,"('Acquired', '<*>', 'name', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",1
E269,"('cmseq', '<*>', 'Completed', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",1
E270,"('to', 'make', 'sure', 'that', 'you', 'have', '<*>', 'latest', 'version.')",2
E271,"('(WW)', 'warning,', '(EE)', 'error,', '(NI)', 'not', '<*>', '(??)', 'unknown.')",2
E272,"('(++)', 'from', 'command', 'line,', '(!!)', 'notice,', '(II)', 'informational,', '')",2
E273,"(""Couldn't"", 'stat', 'device', '<*>', 'No', 'such', 'file', 'or', 'directory')",2
E274,"('<*>', '<*>', '<*>', '<*>', 'msg=""Get', 'image', 'filesystem', 'path', '\\""/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs\\""""')",1
E275,"('<*>', '<*>', '<*>', '<*>', 'msg=""Docker', 'daemon""', 'commit=906f57ff5b-unsupported', 'graphdriver(s)=overlay2', '<*>')",1
E276,"('<*>', '<*>', 'stop', '<*>', 'possibly', 'running', 'Battery', 'Measurement', 'Service...')",1
E277,"('<*>', '<*>', 'Time', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",1
