EventId, Occurrences, EventTemplate
E210, 1, eth_external : state new
E211, 2, Program
E212, 1, - OS CodeName
E213, 1, /usr/share/mrt.xlapi-nb/xlapi-nb.pre-up context=_setup
E214, 1, ConnectionOptimizerService
E215, 1, - service
E216, 1, info: Getting checksum
E217, 1, complete;
E218, 1, Socket Host running
E219, 1, Data channel with
E220, 1, SIGTERM set event
E221, 1, DeviceApiSubscriber
E222, 1, platform does support LTR
E223, 1, Intel R Gigabit Network Connection
E224, 1, max free.
E225, 1, PCI-Express: Speed Width
E226, 1, msg= containerd successfully in
E227, 1, on initctl Named Pipe.
E228, 1, InstallationServiceApp
E229, 1, related process started.
E230, 1, for shell in /docker-entrypoint.d/
E231, 1, call reset new object
E232, 1, takes
E233, 1, DEBUG: status: Start
E234, 1, Remote access client
E235, 4, pci_bus root bus resource io window
E236, 12, pci_bus
E237, 46, pci
E238, 5, 
E239, 1, to
E240, 1, such or
E241, 1, starting eth_internal
E242, 1, starting
E243, 1, D-Bus
E244, 1, INFO Loading
E245, 2, DEBUG: to
E246, 2, pci PME# supported from
E247, 8, Interrupt configured
E248, 1, manager: enabled
E249, 3, could reserved
E250, 3, configured
E251, 1, RAPL PMU: unit package
E252, 2, RsInstallationService.MAIN INFO - --showformat= $ Package
E253, 2, read register /
E254, 2, written to /
E255, 5, pcieport PME: Signaling with IRQ
E256, 4, pcieport
E257, 33, usb New USB device strings:
E258, 10, Queued start job for default target Target.
E259, 2, BTRFS info device sda2 : disk space caching is enabled
E260, 2, Runtime max free.
E261, 3, info from
E262, 5, Scheduled restart job restart counter is at
E263, 1, cmx_mb_bh7 enabling device -
E264, 10, pci == start: length: flags:
E265, 4, enabling device -
E266, 3, cmx_au enabling device -
E267, 2, rm: remove
E268, 1, Acquired name
E269, 1, cmseq Completed
E270, 2, to make sure that you have latest version.
E271, 2, WW warning EE error NI not ?? unknown.
E272, 2, ++ from command line !! notice II informational
E273, 2, Couldn t stat device No such file or directory
E274, 1, msg= Get image filesystem path \\ /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs\\
E275, 1, msg= Docker daemon commit=906f57ff5b-unsupported graphdriver s =overlay2
E276, 1, stop possibly running Battery Measurement Service...
E277, 1, Time
E278, 2, pam_unix su: session : session opened for user by
E279, 12, pam_warn systemd-user: setcred : function= pam_sm_setcred service= systemd-user terminal= unknown ruser= unknown rhost= unknown
E280, 9, OK
E281, 2, OK Daily Cleanup of Temporary Directories.
E282, 2, info device docker0 : Activation: starting connection docker0
E283, 6, RsInstallationService.MAIN INFO RohdeSchwarz.AptAbstractionLib.CommandLineExecutor - Duration :
E284, 1, RsInstallationService.MAIN INFO RohdeSchwarz.InstallationServiceLib.ServiceManagerWrapper - Notifying service state: STATUS=Starting up
E285, 1996, Worker running at:
E286, 399, DeviceApiSubscriber DEBUG:
E287, 15, level=info msg= loading plugin runtime=io.containerd.runc.v2
E288, 2, RsInstallationService.MAIN INFO - Initializing meta data DB /opt/rohde-schwarz/installation-service/Database/MetaData.db
E289, 8, .NET ThreadPool Worker INFO RohdeSchwarz.AptAbstractionLib.RepositoryStatusMonitor - Checking https:
E290, 10, Accepted password for root from port
E291, 28, pam_unix sshd: session : session opened for user by
E292, 3, CLOSE cmx_au driver by pid: PB: : AuKernelGat
E293, 5, Progress: Finish is waiting for: Drivers InstrumentSetupManager Startup
E294, 28, INFO
E295, 28, Session logged out. Waiting for processes to exit.
E296, 12, pam_systemd sshd: session : Failed to release session: Interrupted system call
E297, 25, PIAS: R&S SWPL START DATA CHANNEL
E298, 8, PIAS: Illegal parameter value;Device not
E299, 16, INFO RohdeSchwarz.DapiAbstractionLib.InstallationServer - resource
E300, 10, 
E301, 1, max size:
E302, 1, Max packages:
E303, 1, Added Aggregator
E304, 1, Linux
E305, 1, EHCI platform
E306, 1, OHCI platform
E307, 1, USB core
E308, 1, amdgpu modesetting
E309, 1, microsemi endpoint
E310, 1, Service
E311, 1, config:
E312, 1, | /opt/rohde-schwarz/cmsequencer/install/util_python:
E313, 1, Startup:
E314, 1, Info:
E315, 1, CMWBase:
E316, 1, dfa:
E317, 1, Remote:
E318, 1, LISelect:
E319, 1, MassMemory:
E320, 1, Setup:
E321, 1, iq_setup:
E322, 1, Logger
E323, 1, PPS at
E324, 1, Selftest:
E325, 1, gprf_meas:
E326, 1, gprf_gen:
E327, 1, sfa_mmi:
E328, 1, sfa:
E329, 1, dut_mmi:
E330, 1, data:
E331, 1, datascpi:
E332, 1, dnsmonitor:
E333, 1, measscpi_mmi:
E334, 1, wlan_sig_scpi_mmi:
E335, 1, Connected LinuxPTP
E336, 2, QUERY
E337, 1, GNUTELLA
E338, 1, putenv
E339, 1, ?xml
E340, 1, $qSupported:
E341, 1, Terminating channel
E342, 1, Shell User
E343, 1, 
E344, 1, BIOS-provided physical map:
E345, 1, ACPI: PM-Timer Port:
E346, 1, Console: colour device
E347, 1, pid_max: default: minimum:
E348, 1, raid6: using recovery
E349, 1, ACPI: Added _SCP
E350, 1, iommu: Default type:
E351, 1, Copyright c Intel
E352, 1, i2c_dev: entries
E353, 1, hv_utils: Registering Utility
E354, 1, Run /init init
E355, 1, Running in
E356, 1, drm Detected
E357, 1, drm PTB at
E358, 1, no packages matching
E359, 1, Attaching to
E360, 1, Progress: Option
E361, 1, Progress: product
E362, 1, Progress: element
E363, 1, in get_block_handle_mic is:
E364, 1, Watching parent PID
E365, 1, Stopping Daemon power
E366, 1, Logfiles of in
E367, 2, ACPI NVS
E368, 2, subvolume directory.
E369, 2, ZMQ Broker...
E370, 2, Card Daemon.
E371, 2, ZMQ Broker.
E372, 2, directory: /etc/X11/xorg.conf.d
E373, 1, system ...
E374, 3, report socket
E375, 1, is decided
E376, 1, system ongoing
E377, 2, Date Service...
E378, 2, Date Service.
E379, 4, code
E380, 1, Card Daemon...
E381, 1, subvolume directory...
E382, 1, mem type
E383, 1, NX Execute Disable protection: active
E384, 1, Btrfs loaded crc32c=crc32c-generic zoned=no fsverity=no
E385, 1, RefLd!do_initialize_hw: Flex primary or standalone
E386, 1, tsc: Detected
E387, 3, Intel R
E388, 1, Starting Cleanup
E389, 1, Finished Cleanup
E390, 1, Started MRT
E391, 12, Progress:
E392, 1, TSS: AST
E393, 1, Queued ast2sys@pps1.service
E394, 1, Queued ptp4l@primary.service
E395, 1, Queued phc2sys@primary.service
E396, 3, at
E397, 1, Stopped Cleanup
E398, 1, Stopping MRT
E399, 1, INFO:
E400, 1, Stopped MRT
E401, 1, remove mem usable
E402, 1, Preemptible hierarchical RCU implementation.
E403, 1, SMP alternatives memory:
E404, 1, Booting SMP configuration:
E405, 1, Read-only LZX/Xpress compression included
E406, 1, Variables Facility
E407, 1, OAM IOAM with
E408, 1, Microcode Update Driver:
E409, 1, RAM width
E410, 1, forcing connector off
E411, 1, on AgentX master support.
E412, 1, operation mode to: Primary
E413, 1, terminated terminating shell... ...terminated.
E414, 1, ErrorLevel= RepairedError
E415, 6, NET: protocol family
E416, 2, Starting Loader Update...
E417, 2, Finished Loader Update.
E418, 2, Stopped Loader Update.
E419, 5, Running process.
E420, 2, matchbox: shortcut XF86Calendar=!$contacts
E421, 2, matchbox: shortcut telephone=!$dates
E422, 6, PIAS: connection established!
E423, 1, initializing netlink
E424, 2, bus type
E425, 1, Registered udp
E426, 1, amd_df
E427, 1, amd_l3
E428, 1, Max link
E429, 2, button: Power
E430, 2, target RPC
E431, 1, register mmio
E432, 1, file fmt
E433, 2, daemon
E434, 2, rules from
E435, 1, configuration file
E436, 1, License Server
E437, 2, encrypted with
E438, 1, Begin
E439, 1, : get_instance
E440, 1, End
E441, 1, trigger item
E442, 2, thermal_sys: thermal governor
E443, 1, RPC: tcp transport
E444, 1, drm mmio size:
E445, 1, rdrand : RDSEED rng
E446, 2, Service /services/rs-installation-service.service successfully
E447, 2, Decrypt on file:
E448, 1, jitter : JITTER rng
E449, 2, failed load driver:
E450, 1, Creating event log
E451, 1, Created event log
E452, 2, Generated folder directory:
E453, 1, Sending remaining
E454, 1, TSS: PTP time-sync-service
E455, 1, TSS: AST time-sync-service
E456, 2, ACPI:
E457, 1, RsInstallationService.MAIN
E458, 2, clocksource: Switched to clocksource
E459, 1, Journal Socket.
E460, 4, has started.
E461, 5, Listening on
E462, 3, Mounting File
E463, 1, Mounting subvolume
E464, 13, Starting
E465, 5, Coldplug All udev
E466, 3, Mounted Kernel File System.
E467, 11, Finished
E468, 18, Reached target
E469, 21, Stopped
E470, 2, Closed Process Core Dump Socket.
E471, 10, flags:
E472, 5, http:
E473, 1, MB reports slot number
E474, 3, AU
E475, 4, CMX Import Export
E476, 4, verbose=False no_base_registration=False
E477, 3, accessor: defaultOnlineTable ==
E478, 1, accessor: Untitled ==
E479, 6, D-Bus System Message
E480, 5, Server version
E481, 9, Exit the
E482, 6, Packet Filtering
E483, 6, activated service
E484, 4, Application Container
E485, 3, entered promiscuous
E486, 3, left promiscuous
E487, 2, hub ports detected
E488, 2, Current version of pixman:
E489, 3, rspias Debian Package
E490, 3, Configuration read from file
E491, 2, Started
E492, 36, User Runtime Directory
E493, 49, audit:
E494, 18, Application Slice.
E495, 12, String mddbBaseDir
E496, 477, Failed with result
E497, 8, OK
E498, 8, Bind volatile
E499, 4, MRT Calculation
E500, 4, MRT Optimizer
E501, 1, info manager: startup complete
E502, 656, OpenSSH Per-Connection Daemon
E503, 29, --- CONFIG GIGABIT CHANNEL ---
E504, 3, info
E505, 1, cmseq
E506, 2, RF
E507, 1, avahi bsw: Adding service
E508, 1, TSS: Detected change of CLOCK_REALTIME!
E509, 102, in hardware_element_from_pdef slot base:
E510, 17, TSS: No PTP nodes connected.
E511, 2, Handle
E512, 2, fs
E513, 2, RFmin
E514, 2, RFmax
E515, 2, BW
E516, 3, at RohdeSchwarz.CMWmars.Utility.MecongBridge.Core.TypeSystem.TypeRepository..ctor UInt32 mddbId MecongImpl mecong
E517, 3, at RohdeSchwarz.CMWmars.MessageLogImporterBridge.Core.MessageLogSocketImporterBridge.OnBulkMddbDescriptionsReceived UInt32 instancePtr MddbDescriptionsArrayWrapper_Native descriptionNative
E518, 35, PIAS: __SWP_Tool__ \\n
E519, 38, PIAS:
E520, 139, PIAS: socket normally closed.
E521, 3, Stopping
E522, 1, Received signal: Received signal:
E523, 2, gone alive psutil.wait_procs psutil.Process self.__dut_related_services.process_pid
E524, 1, Sending SIGTERM remaining processes...
E525, 1, protected virtual Dispose done
E526, 2, signal.signal signal.SIGTERM lambda signal_num stack_frame: self.handle_signal signal_num
E527, 2, ErrorCode No error. Some restrictions apply. /ErrorCode
E528, 1, xstate features context size using compacted format.
E529, 1, : / SpectreRSB on context switch
E530, 1, Some PCI resources booting with pci=realloc
E531, 1, label root devid transid by mount
E532, 1, get shell PTY: There in container mrt-chromium.
E533, 1, Address for 1G_Serdes from Eeprom: bf
E534, 2, extending delay power-on msec
E535, 1, amdgpu: RAS: ras available
E536, 1, amdgpu: RAP: rap available
E537, 2, state change: - removed
E538, 1, INFO Connection
E539, 1, MSI-X interrupts. rx queue s tx queue s
E540, 1, level=info msg= Build
E541, 1, BOX_COUNT PREV_ENA NEXT_ENA
E542, 1, unknown name parsing failed.
E543, 1, Direct-Access ATA PQ: ANSI:
E544, 1, sda blocks:
E545, 1, : on
E546, 10, was skipped because of a failed condition check
E547, 2, Platform Persistent Storage Archival ConditionDirectoryNotEmpty=/sys/fs/pstore .
E548, 2, info manager: rfkill: file
E549, 3, Configuration file is marked executable. Please remove executable permission bits. Proceeding anyway.
E550, 1, Found VCN Version ENC: DEC: VEP: Revision:
E551, 1, AlfManager not explicitly. Should be after BASE
E552, 1, Start Notebook controller: object
E553, 1, tcp_v6: : fe0b: broken
E554, 40, info device state change: - reason sys-iface-state:
E555, 1, Registering new address record for : b8ff: on eth_internal. .
E556, 1, Registering new address record for : on eth_external. .
E557, 1, Registering new address record for : on
E558, 1, Registering new address record for : on veth5df5a5b. .
E559, 1, Registering new address record for : a1ff: acfa on vethf97bf7a. .
E560, 2, level=info msg= scheme \\ unix\\ not registered fallback to default scheme module=grpc
E561, 1, Connected machine mrt-chromium. Press ^ three times exit session.
E562, 1, TSS: change of AST offset since than 5ms!
E563, 1, level=info msg= stopping event stream following module=libcontainerd namespace=moby
E564, 50, ACK from : fe0b: b5bf%eth_internal : after microseconds
E565, 1, Connection @
E566, 2, set prettypb.stoppable_server prepare_setup=GsmWcdmaServicer
E567, 1, DeviceApiSubscriber licensing ...
E568, 1, DeviceApiSubscriber Connectors
E569, 5, DeviceApiSubscriber DEBUG: ProgressInfo: Loading and Initializing Drivers
E570, 1, micDeviceName=/dev/rsmic0 fwuFpgaDpsw=cmx_mb_fpga.xdpsw fwuMicDpsw=cmx_mb_mic.dpsw boardName=MBCMX2 combinedSlot=A001400
E571, 2, info PyInstaller _MEIPASS = None gwss.gwss_server.cli key=MEIPASS value=None
E572, 4, INFO __init__.__init__: Logging initialized with logging level
E573, 4, INFO __init__._initmd: Initializing broker tcp:
E574, 4, INFO drift_recorder_playback._run: Logging received - stopping
E575, 4, INFO __init__._prepare_recordingdirectories: Opened _file_handle _io.TextIOWrapper mode= w
E576, 1, Caught exception while processing cell add/update Cell missing rach_config_common
E577, 1, login: Trying to halt container. Send SIGTERM again to immediate termination.
E578, 1, MRT physical connectors
E579, 1, - Start
E580, 1, License hardware configuration
E581, 10, DeviceApiSubscriber DEBUG: License service hardware detected: CMX UNIT
E582, 3, exe= /usr/lib/cmxtools/cmxmars/CMXmarsServer
E583, 3, for invalid argument
E584, 3, PIAS: DIAG: PIAS: SCAN? EXTERN DEFAULT
E585, 17, mem
E586, 1, FACS
E587, 1, memory node
E588, 1, bit width:
E589, 1, value mask:
E590, 1, max period:
E591, 1, fixed-purpose events:
E592, 1, memory driver
E593, 1, probing for
E594, 1, Registered protocols
E595, 1, XFRM netlink
E596, 1, network logging
E597, 1, is tainted:
E598, 10, 
E599, 1, couldn t be
E600, 1, trigger shadow
E601, 1, dropped root
E602, 1, starting
E603, 1, dropped remaining
E604, 1, interface enumeration
E605, 1, crng
E606, 1, no process
E607, 1, started. Version:
E608, 1, cmxreporting_default not
E609, 1, Processing
E610, 1, Assigning
E611, 1, Calculating
E612, 1, initialized to
E613, 1, Created MbFpgaHwImpl
E614, 1, OCXO is
E615, 2, configuration from
E616, 1, logging to
E617, 1, presence of
E618, 1, Log at
E619, 1, Name =
E620, 1, Number =
E621, 1, exiting
E622, 8, node
E623, 2, printk: console
E624, 1, ACPI: Added
E625, 1, Linux agpgart
E626, 24, Reached target
E627, 2, Stopped target
E628, 2, X.Org X
E629, 1, docker.rsint.net/rs_mrt-tools-docker/sequencer/cmsequencer-fw-server:
E630, 1, Starting Rotate
E631, 1, Finished Rotate
E632, 2, if not
E633, 2, Application is
E634, 2, ACPI:
E635, 1, Spectre
E636, 4, Handle
E637, 1, RFmin
E638, 1, RFmax
E639, 2, ...
E640, 1, Current
E641, 1, Hierarchical SRCU implementation.
E642, 1, using governor menu
E643, 1, clock support registered
E644, 1, Intel Corporation.
E645, 1, to initialize ptp_kvm
E646, 1, Routing with
E647, 1, shorthand broadcast: enabled
E648, 1, ATOM BIOS:
E649, 1, tab revision
E650, 1, format revision
E651, 1, NOT check signatures
E652, 1, fake service started
E653, 1, application facet succesfully
E654, 1, Dir = /usr/lib/battery_meas_service/
E655, 1, stopping rspias-daemon ...
E656, 1, Application terminates here
E657, 1, number received
E658, 1, Comment =
E659, 1, OnlyOneProcessChecker destructed
E660, 1, subvolume no-commit : //swapspace
E661, 1, libata
E662, 1, cmxrep-rtia:
E663, 1, cmxrep-liveview-sockethost:
E664, 1, cmxrep-liveview-app:
E665, 1, RpcBrokerTransport:
E666, 1, MessageBrokerPullTransport:
E667, 1, MessageBrokerXPubTransport:
E668, 1, pnp: PnP init
E669, 1, Setting hostname
E670, 2, + ??? xuser
E671, 2, return fun self kwargs
E672, 2, return _psposix.wait_pid self.pid self._name
E673, 1, workingset:
E674, 1, dei temperature
E675, 1, hwrng : Initialization Failed
E676, 1, Installed transient /etc/machine-id file.
E677, 1, LI calculation: use
E678, 5, Key type
E679, 1, Starting Avahi
E680, 1, Started Avahi
E681, 1, Stopping Avahi
E682, 1, Stopped Avahi
E683, 3, io scheduler
E684, 3, Hostname set
E685, 1, Mounted Mount
E686, 1, Started Battery
E687, 1, Stopping Battery
E688, 1, Stopped Battery
E689, 6, hv_vmbus: registering
E690, 2, Mounting Temporary
E691, 2, Mounted Temporary
E692, 2, Unmounting Temporary
E693, 18, usb
E694, 2, gpg:
E695, 4, MCh
E696, 4, CNCO
E697, 6, Created slice Slice
E698, 4, target Slice Units.
E699, 1, Listening on Journal Socket.
E700, 11, Starting
E701, 8, Finished
E702, 33, Stopped
E703, 2, Closed udev Socket.
E704, 3, Mounting Mount directory...
E705, 2, Mounted Mount directory.
E706, 4, PCI
E707, 5, Press
E708, 5, Exiting
E709, 10, Started
E710, 1, Loading
E711, 3, eth0:
E712, 1, about
E713, 1, jitter : Initializing
E714, 1, Starting containerd
E715, 1, Started containerd
E716, 1, Starting RS
E717, 1, Started RS
E718, 92, Progress:
E719, 4, Carriers TRXID
E720, 1, Stopping RS
E721, 1, Stopped RS
E722, 1, Stopping containerd
E723, 1, Stopped containerd
E724, 13, kauditd_printk_skb: callbacks suppressed
E725, 9, Startup finished in
E726, 26, Get for
E727, 13, Create
E728, 1, Using
E729, 7, Content root path:
E730, 7, WARNING: Attempting instead
E731, 58, config_generic_gigabit_channel_link : access is clear_update_write
E732, 2, INFO:
E733, 2, Unmounting
E734, 4, Creating
E735, 1, BW
E736, 5, avahi bsw: MIC
E737, 4, COR DOWNLOAD STARTED
E738, 4, COR
E739, 4, CB: checking
E740, 1, TSS: AST synchronization started
E741, 4, PyInstaller _MEI directory save_recall
E742, 20, 
E743, 1, RF
E744, 190, PIAS:
E745, 9, Finished Exit the Session.
E746, 6, Removed slice Slice
E747, 15, Stopping
E748, 1, protected virtual void Dispose
E749, 4, Removing ... done
E750, 1, American Megatrends
E751, 1, IPSX4_TS_CMP/IPSX4_TS_CMP
E752, 1, TSC PIT
E753, 1, ALASKA
E754, 1, start each node
E755, 1, node mem
E756, 1, routing physical flat.
E757, 1, up CPUs ...
E758, 1, API registered
E759, 1, Gigabit Network Driver
E760, 1, configured default hostname.
E761, 1, GART enabled.
E762, 1, running
E763, 1, Core
E764, 1, status:
E765, 1, power driver
E766, 1, open Invalid argument
E767, 1, listening DeviceGroup: DEFAULT
E768, 1, msg= Starting up
E769, 1, LD been started.
E770, 1, w f:
E771, 1, Running Docker: true
E772, 1, Wait Option Poll
E773, 1, bus successfully configured
E774, 1, shutdown terminating time-sync-service!
E775, 1, time-sync-service started
E776, 2, last_pfn max_arch_pfn
E777, 1, Received PID
E778, 1, Created and
E779, 2, about swapping
E780, 1, info management
E781, 2, Successful xuser
E782, 3, PIAS:
E783, 2, pam_unix sshd: pass;
E784, 202, 
E785, 1, Removed and
E786, 1, GB pages direct mapping
E787, 1, Early table verification disabled
E788, 1, HPET id: base:
E789, 1, paravirtualized kernel bare hardware
E790, 1, Adjusting geometry
E791, 1, PM: supports
E792, 1, version Phillip Lougher
E793, 1, Registering the key type
E794, 1, mode is
E795, 1, EFI VGA buffer device
E796, 1, crash compression: deflate
E797, 1, max
E798, 1, find EFI partition skipping.
E799, 1, hwmgr_sw_init smu is smu10_smu
E800, 1, microsemi device registered.
E801, 1, prometheus metrics port:
E802, 1, done. Ready receive requests.
E803, 1, group file changed reloading.
E804, 1, Rohde&Schwarz
E805, 1, close logger
E806, 1, Secure boot could be determined
E807, 1, ACPI: LAPIC_NMI acpi_id 0xff edge lint 0x1
E808, 1, pcpu-alloc:
E809, 1, acpi_cpufreq: overriding BIOS _PSD data
E810, 1, Utilization of resources Basic recording
E811, 1, Traceback most recent last :
E812, 1, end CRrhControllerService: :
E813, 1, Description CreateDeviceFootprint : Provider returned on UpdateDeviceFootprintContent . /Description
E814, 1, rs-installation-service.service: State stop-sigterm out. Killing.
E815, 1, mem
E816, 1, ACPI: Using
E817, 1, PCI: pci_cache_line_size
